completed_quarters,completed_path,next_quarter,next_result,count,sample_size,sample_quality,data_status,probability,probability_pct,next_quarter_win_count,next_quarter_loss_count,next_quarter_tie_count,next_quarter_win_probability,next_quarter_loss_probability,next_quarter_tie_probability,next_quarter_win_pct,next_quarter_loss_pct,next_quarter_tie_pct,next_quarter_fair_decimal_tie_is_loss,next_quarter_fair_american_tie_is_loss,next_quarter_fair_decimal_tie_is_push,next_quarter_fair_american_tie_is_push,after_q1_win_count,after_q1_loss_count,after_q1_tie_count,after_q1_win_probability,after_q1_loss_probability,after_q1_tie_probability,after_q1_win_pct,after_q1_loss_pct,after_q1_tie_pct,after_q1_fair_decimal_tie_is_loss,after_q1_fair_american_tie_is_loss,after_q1_fair_decimal_tie_is_push,after_q1_fair_american_tie_is_push,final_win_count,final_loss_count,final_tie_count,final_win_probability,final_loss_probability,final_tie_probability,final_win_pct,final_loss_pct,final_tie_pct,final_fair_decimal_tie_is_loss,final_fair_american_tie_is_loss,final_fair_decimal_tie_is_push,final_fair_american_tie_is_push,after_q2_win_count,after_q2_loss_count,after_q2_tie_count,after_q2_win_probability,after_q2_loss_probability,after_q2_tie_probability,after_q2_win_pct,after_q2_loss_pct,after_q2_tie_pct,after_q2_fair_decimal_tie_is_loss,after_q2_fair_american_tie_is_loss,after_q2_fair_decimal_tie_is_push,after_q2_fair_american_tie_is_push,after_q3_win_count,after_q3_loss_count,after_q3_tie_count,after_q3_win_probability,after_q3_loss_probability,after_q3_tie_probability,after_q3_win_pct,after_q3_loss_pct,after_q3_tie_pct,after_q3_fair_decimal_tie_is_loss,after_q3_fair_american_tie_is_loss,after_q3_fair_decimal_tie_is_push,after_q3_fair_american_tie_is_push,after_q4_win_count,after_q4_loss_count,after_q4_tie_count,after_q4_win_probability,after_q4_loss_probability,after_q4_tie_probability,after_q4_win_pct,after_q4_loss_pct,after_q4_tie_pct,after_q4_fair_decimal_tie_is_loss,after_q4_fair_american_tie_is_loss,after_q4_fair_decimal_tie_is_push,after_q4_fair_american_tie_is_push
2,WIN-TIE,Q3,TIE,1,6,VERY_LOW,AVAILABLE,0.1667,16.6667,2,3,1,0.3333,0.5,0.1667,33.3333,50.0,16.6667,3.0,200.0,2.5,150.0,,,,,,,,,,,,,,3,3,0,0.5,0.5,0.0,50.0,50.0,0.0,2.0,100.0,2.0,100.0,,,,,,,,,,,,,,6.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,,
2,LOSS-WIN,Q3,WIN,7,30,LOW,AVAILABLE,0.2333,23.3333,7,18,5,0.2333,0.6,0.1667,23.3333,60.0,16.6667,4.2857,328.57,3.5714,257.14,,,,,,,,,,,,,,12,17,1,0.4,0.5667,0.0333,40.0,56.6667,3.3333,2.5,150.0,2.4167,141.67,,,,,,,,,,,,,,10.0,16.0,4.0,0.3333,0.5333,0.1333,33.3333,53.3333,13.3333,3.0,200.0,2.6,160.0,,,,,,,,,,,,,
2,LOSS-WIN,Q3,LOSS,18,30,LOW,AVAILABLE,0.6,60.0,7,18,5,0.2333,0.6,0.1667,23.3333,60.0,16.6667,4.2857,328.57,3.5714,257.14,,,,,,,,,,,,,,12,17,1,0.4,0.5667,0.0333,40.0,56.6667,3.3333,2.5,150.0,2.4167,141.67,,,,,,,,,,,,,,10.0,16.0,4.0,0.3333,0.5333,0.1333,33.3333,53.3333,13.3333,3.0,200.0,2.6,160.0,,,,,,,,,,,,,
2,LOSS-WIN,Q3,TIE,5,30,LOW,AVAILABLE,0.1667,16.6667,7,18,5,0.2333,0.6,0.1667,23.3333,60.0,16.6667,4.2857,328.57,3.5714,257.14,,,,,,,,,,,,,,12,17,1,0.4,0.5667,0.0333,40.0,56.6667,3.3333,2.5,150.0,2.4167,141.67,,,,,,,,,,,,,,10.0,16.0,4.0,0.3333,0.5333,0.1333,33.3333,53.3333,13.3333,3.0,200.0,2.6,160.0,,,,,,,,,,,,,
2,LOSS-LOSS,Q3,WIN,12,31,LOW,AVAILABLE,0.3871,38.7097,12,13,6,0.3871,0.4194,0.1935,38.7097,41.9355,19.3548,2.5833,158.33,2.0833,108.33,,,,,,,,,,,,,,4,27,0,0.129,0.871,0.0,12.9032,87.0968,0.0,7.75,675.0,7.75,675.0,,,,,,,,,,,,,,1.0,29.0,1.0,0.0323,0.9355,0.0323,3.2258,93.5484,3.2258,31.0,3000.0,30.0,2900.0,,,,,,,,,,,,,
2,LOSS-LOSS,Q3,LOSS,13,31,LOW,AVAILABLE,0.4194,41.9355,12,13,6,0.3871,0.4194,0.1935,38.7097,41.9355,19.3548,2.5833,158.33,2.0833,108.33,,,,,,,,,,,,,,4,27,0,0.129,0.871,0.0,12.9032,87.0968,0.0,7.75,675.0,7.75,675.0,,,,,,,,,,,,,,1.0,29.0,1.0,0.0323,0.9355,0.0323,3.2258,93.5484,3.2258,31.0,3000.0,30.0,2900.0,,,,,,,,,,,,,
2,LOSS-LOSS,Q3,TIE,6,31,LOW,AVAILABLE,0.1935,19.3548,12,13,6,0.3871,0.4194,0.1935,38.7097,41.9355,19.3548,2.5833,158.33,2.0833,108.33,,,,,,,,,,,,,,4,27,0,0.129,0.871,0.0,12.9032,87.0968,0.0,7.75,675.0,7.75,675.0,,,,,,,,,,,,,,1.0,29.0,1.0,0.0323,0.9355,0.0323,3.2258,93.5484,3.2258,31.0,3000.0,30.0,2900.0,,,,,,,,,,,,,
2,LOSS-TIE,Q3,WIN,2,9,VERY_LOW,AVAILABLE,0.2222,22.2222,2,4,3,0.2222,0.4444,0.3333,22.2222,44.4444,33.3333,4.5,350.0,3.0,200.0,,,,,,,,,,,,,,2,7,0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,,2.0,7.0,0.0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,
2,LOSS-TIE,Q3,LOSS,4,9,VERY_LOW,AVAILABLE,0.4444,44.4444,2,4,3,0.2222,0.4444,0.3333,22.2222,44.4444,33.3333,4.5,350.0,3.0,200.0,,,,,,,,,,,,,,2,7,0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,,2.0,7.0,0.0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,
2,LOSS-TIE,Q3,TIE,3,9,VERY_LOW,AVAILABLE,0.3333,33.3333,2,4,3,0.2222,0.4444,0.3333,22.2222,44.4444,33.3333,4.5,350.0,3.0,200.0,,,,,,,,,,,,,,2,7,0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,,2.0,7.0,0.0,0.2222,0.7778,0.0,22.2222,77.7778,0.0,4.5,350.0,4.5,350.0,,,,,,,,,,,,,
