margin_trajectory,cases,su_wins,su_win_rate,break_even_ml,covers,cover_rate_pregame_spread,avg_final_margin,median_q3_wp,sample_flag
Q1_TRAIL_1_3__Q2_TIE__Q3_TRAIL_1_3,5,2,0.4,150.0,4,0.8,-1.4,0.48146405816078186,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_4_7,5,2,0.4,150.0,4,0.8,0.6,0.6457372903823853,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TIE__Q3_TRAIL_4_7,5,2,0.4,150.0,3,0.6,-5.8,0.19997715950012207,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_1_3__Q3_TIE,5,2,0.4,150.0,4,0.8,0.2,0.4553688168525696,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_1_3__Q3_TIE,5,1,0.2,400.0,2,0.4,-3.6,0.49994975328445435,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_4_7__Q3_TRAIL_8_13,5,1,0.2,400.0,2,0.4,-12.2,0.06892764568328857,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_8_13__Q3_TRAIL_8_13,5,1,0.2,400.0,3,0.6,-10.0,0.12149232625961304,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_TRAIL_1_3,5,1,0.2,400.0,4,0.8,-3.0,0.4311344623565674,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TIE__Q3_TRAIL_1_3,5,1,0.2,400.0,3,0.6,-3.4,0.4839461147785187,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_4_7__Q3_TRAIL_8_13,5,0,0.0,,2,0.4,-10.4,0.14784018695354462,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_TRAIL_8_13,5,0,0.0,,0,0.0,-8.6,0.08495227247476578,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TIE__Q3_TRAIL_8_13,5,0,0.0,,1,0.2,-8.4,0.15245407819747925,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TIE__Q3_TRAIL_4_7,5,0,0.0,,1,0.2,-9.0,0.1361534595489502,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_TRAIL_14_PLUS,5,0,0.0,,0,0.0,-17.4,0.028281131759285927,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_TRAIL_4_7,5,0,0.0,,2,0.4,-7.2,0.17988115549087524,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_4_7__Q3_LEAD_14_PLUS,4,4,1.0,,4,1.0,11.25,0.9704342484474182,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_1_3__Q3_LEAD_14_PLUS,4,4,1.0,,4,1.0,9.0,0.9310956597328186,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_8_13__Q3_LEAD_1_3,4,4,1.0,,4,1.0,6.25,0.65947625041008,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_LEAD_14_PLUS,4,4,1.0,,4,1.0,10.75,0.9603770673274994,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_14_PLUS__Q3_LEAD_8_13,4,4,1.0,,4,1.0,13.5,0.9174001216888428,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS,4,4,1.0,,4,1.0,12.0,0.9565088450908661,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_8_13__Q3_LEAD_1_3,4,4,1.0,,4,1.0,5.5,0.6263546645641327,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TIE__Q3_LEAD_1_3,4,3,0.75,-300.0,3,0.75,2.25,0.6552774310112,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_4_7,4,3,0.75,-300.0,4,1.0,3.25,0.7471437156200409,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_1_3__Q3_LEAD_8_13,4,3,0.75,-300.0,4,1.0,3.75,0.8514675199985504,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_4_7,4,3,0.75,-300.0,4,1.0,4.0,0.7331750690937042,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_LEAD_1_3,4,3,0.75,-300.0,4,1.0,2.5,0.6427063643932343,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS,4,3,0.75,-300.0,3,0.75,7.5,0.9691000580787659,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_4_7,4,3,0.75,-300.0,3,0.75,3.75,0.723421573638916,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_1_3__Q3_TRAIL_1_3,4,2,0.5,-100.0,3,0.75,0.75,0.44472362101078033,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_1_3,4,2,0.5,-100.0,3,0.75,-1.25,0.6048322319984436,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_LEAD_8_13,4,2,0.5,-100.0,4,1.0,10.25,0.8871966302394867,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_8_13__Q3_TRAIL_1_3,4,2,0.5,-100.0,2,0.5,-5.75,0.28912290930747986,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_TRAIL_1_3,4,2,0.5,-100.0,4,1.0,1.5,0.37719783186912537,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_4_7__Q3_TRAIL_1_3,4,2,0.5,-100.0,3,0.75,-3.75,0.34733082354068756,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_8_13__Q3_TRAIL_1_3,4,1,0.25,300.0,2,0.5,-2.25,0.4496355503797531,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_4_7__Q3_TRAIL_1_3,4,1,0.25,300.0,4,1.0,-1.0,0.28159087896347046,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_TIE,4,1,0.25,300.0,2,0.5,-2.5,0.5859829187393188,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_4_7__Q3_TRAIL_8_13,4,1,0.25,300.0,1,0.25,-7.25,0.1893681138753891,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_8_13__Q3_TRAIL_4_7,4,1,0.25,300.0,3,0.75,-0.5,0.3585450351238251,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_4_7__Q3_LEAD_1_3,4,1,0.25,300.0,3,0.75,-2.75,0.5941269099712372,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_TIE,4,1,0.25,300.0,3,0.75,-4.0,0.4979182034730911,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_14_PLUS__Q3_TRAIL_4_7,4,1,0.25,300.0,1,0.25,-4.75,0.19558419287204742,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_8_13__Q3_TRAIL_4_7,4,1,0.25,300.0,1,0.25,-8.75,0.2263660579919815,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TIE__Q3_TIE,4,1,0.25,300.0,2,0.5,-6.75,0.547644853591919,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_4_7__Q3_LEAD_1_3,4,1,0.25,300.0,1,0.25,-4.0,0.70353564620018,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_1_3,4,1,0.25,300.0,2,0.5,0.0,0.5509025752544403,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_14_PLUS__Q3_TRAIL_1_3,4,1,0.25,300.0,4,1.0,-2.5,0.2944793105125427,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_TRAIL_1_3,4,0,0.0,,2,0.5,-8.0,0.3279353976249695,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_4_7__Q3_TIE,4,0,0.0,,2,0.5,-6.75,0.34536847472190857,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_1_3__Q3_TRAIL_14_PLUS,4,0,0.0,,0,0.0,-16.0,0.033211423084139824,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_LEAD_4_7,4,0,0.0,,2,0.5,-4.5,0.7165492177009583,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_1_3__Q3_TRAIL_14_PLUS,4,0,0.0,,0,0.0,-12.5,0.029146479442715645,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_8_13,3,3,1.0,,3,1.0,7.0,0.9243990778923035,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_8_13__Q3_TIE,3,3,1.0,,3,1.0,12.666666666666666,0.5133870840072632,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_LEAD_4_7,3,3,1.0,,3,1.0,7.666666666666667,0.7230706214904785,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TIE__Q3_LEAD_4_7,3,3,1.0,,3,1.0,8.0,0.7350225448608398,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_8_13__Q3_LEAD_14_PLUS,3,3,1.0,,3,1.0,10.666666666666666,0.9657265543937683,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_4_7,3,3,1.0,,3,1.0,6.333333333333333,0.8308938145637512,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_4_7,3,3,1.0,,3,1.0,7.333333333333333,0.6853785514831543,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_1_3__Q3_LEAD_8_13,3,3,1.0,,3,1.0,9.666666666666666,0.8148581981658936,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_8_13,3,3,1.0,,3,1.0,4.0,0.870003342628479,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_TRAIL_1_3,3,2,0.6666666666666666,-199.99999999999994,3,1.0,0.3333333333333333,0.453522652387619,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_TIE,3,2,0.6666666666666666,-199.99999999999994,3,1.0,1.3333333333333333,0.4156618118286133,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_1_3__Q3_LEAD_14_PLUS,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,6.666666666666667,0.9728090167045593,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_1_3,3,2,0.6666666666666666,-199.99999999999994,3,1.0,0.6666666666666666,0.6303126811981201,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_LEAD_14_PLUS,3,2,0.6666666666666666,-199.99999999999994,3,1.0,8.0,0.983026921749115,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_1_3,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,-2.3333333333333335,0.5574219822883606,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_1_3,3,2,0.6666666666666666,-199.99999999999994,3,1.0,0.6666666666666666,0.5946974158287048,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_1_3__Q3_LEAD_8_13,3,2,0.6666666666666666,-199.99999999999994,3,1.0,7.666666666666667,0.828425407409668,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_14_PLUS__Q3_TRAIL_1_3,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,0.3333333333333333,0.27262842655181885,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_4_7__Q3_TIE,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,1.3333333333333333,0.44540783762931824,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TIE__Q3_TRAIL_1_3,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-2.0,0.35718023777008057,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_TRAIL_1_3,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-2.3333333333333335,0.20634829998016357,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_4_7__Q3_LEAD_1_3,3,1,0.3333333333333333,200.00000000000003,1,0.3333333333333333,-2.0,0.5866442918777466,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_1_3__Q3_TIE,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-2.0,0.5445164442062378,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_TIE,3,1,0.3333333333333333,200.00000000000003,1,0.3333333333333333,-1.3333333333333333,0.5820962190628052,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_1_3__Q3_TIE,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-0.6666666666666666,0.5133870840072632,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_8_13__Q3_TIE,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-2.0,0.4737977981567383,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_LEAD_1_3,3,0,0.0,,2,0.6666666666666666,-5.333333333333333,0.37161076068878174,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_14_PLUS__Q3_TRAIL_4_7,3,0,0.0,,0,0.0,-12.666666666666666,0.1574980616569519,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_TRAIL_8_13,3,0,0.0,,0,0.0,-9.666666666666666,0.2696450352668762,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_4_7__Q3_TRAIL_14_PLUS,3,0,0.0,,0,0.0,-10.333333333333334,0.05460071936249733,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_14_PLUS__Q3_LEAD_8_13,2,2,1.0,,2,1.0,10.5,0.8846189379692078,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_4_7__Q3_LEAD_4_7,2,2,1.0,,2,1.0,3.0,0.6928464472293854,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_14_PLUS,2,2,1.0,,2,1.0,11.5,0.9614318907260895,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_LEAD_8_13,2,2,1.0,,2,1.0,7.0,0.7630363702774048,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_14_PLUS__Q3_LEAD_4_7,2,2,1.0,,2,1.0,13.5,0.8496399819850922,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_4_7__Q3_LEAD_14_PLUS,2,2,1.0,,2,1.0,12.0,0.9662925601005554,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TRAIL_1_3__Q3_LEAD_4_7,2,2,1.0,,2,1.0,8.5,0.7736803889274597,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TIE__Q3_LEAD_14_PLUS,2,2,1.0,,2,1.0,6.5,0.950890839099884,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_8_13,2,2,1.0,,2,1.0,13.0,0.888929545879364,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_LEAD_1_3__Q3_LEAD_1_3,2,2,1.0,,2,1.0,5.0,0.482435017824173,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TIE__Q3_LEAD_8_13,2,2,1.0,,2,1.0,10.5,0.9109667837619781,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_8_13,2,2,1.0,,2,1.0,6.0,0.8699035048484802,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,0.0,0.6947343945503235,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_1_3__Q3_TRAIL_1_3,2,1,0.5,-100.0,2,1.0,2.0,0.47373004257678986,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_LEAD_1_3,2,1,0.5,-100.0,2,1.0,1.5,0.6540988683700562,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_8_13__Q3_TRAIL_4_7,2,1,0.5,-100.0,2,1.0,-1.0,0.21903300285339355,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_14_PLUS__Q3_TIE,2,1,0.5,-100.0,2,1.0,1.5,0.5331172347068787,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,1.0,0.6554390490055084,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_TRAIL_4_7__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,6.0,0.7760384976863861,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,1.0,0.7952030301094055,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TIE__Q3_TRAIL_1_3,2,1,0.5,-100.0,2,1.0,0.5,0.49269481003284454,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TRAIL_4_7__Q3_TRAIL_4_7,2,1,0.5,-100.0,1,0.5,1.5,0.25060299038887024,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_14_PLUS__Q3_LEAD_1_3,2,1,0.5,-100.0,1,0.5,0.0,0.627406895160675,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_TRAIL_4_7,2,1,0.5,-100.0,2,1.0,2.0,0.3854282945394516,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_TIE,2,1,0.5,-100.0,2,1.0,0.5,0.5764725506305695,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_1_3,2,1,0.5,-100.0,2,1.0,0.0,0.46830353140830994,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_4_7__Q3_TRAIL_1_3,2,1,0.5,-100.0,1,0.5,0.0,0.3286080062389374,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_8_13__Q3_LEAD_4_7,2,1,0.5,-100.0,1,0.5,-4.5,0.6851979196071625,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_8_13__Q3_LEAD_1_3,2,1,0.5,-100.0,1,0.5,-4.0,0.5662566125392914,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_8_13__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,2.0,0.6891040503978729,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TIE__Q3_LEAD_4_7,2,1,0.5,-100.0,2,1.0,5.0,0.8236767053604126,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TIE__Q3_TRAIL_1_3,2,1,0.5,-100.0,1,0.5,-0.5,0.4435475766658783,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_1_3,2,1,0.5,-100.0,1,0.5,2.0,0.5197960138320923,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_TRAIL_14_PLUS,2,0,0.0,,0,0.0,-14.0,0.030354708433151245,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_TRAIL_4_7,2,0,0.0,,1,0.5,-3.5,0.32592804729938507,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_TRAIL_1_3,2,0,0.0,,1,0.5,-4.0,0.31475991010665894,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TIE__Q3_TIE,2,0,0.0,,1,0.5,-5.0,0.42903728783130646,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TRAIL_14_PLUS__Q3_TRAIL_14_PLUS,2,0,0.0,,0,0.0,-26.5,0.008520538685843349,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_8_13__Q3_TIE,2,0,0.0,,0,0.0,-5.0,0.5334268659353256,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_1_3__Q3_TRAIL_4_7,2,0,0.0,,0,0.0,-7.5,0.24403396248817444,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_4_7__Q3_TRAIL_14_PLUS,2,0,0.0,,0,0.0,-28.0,0.0119647067040205,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_TRAIL_14_PLUS,2,0,0.0,,0,0.0,-17.0,0.03820438124239445,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_TIE,2,0,0.0,,1,0.5,-9.0,0.5406056642532349,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_1_3__Q3_TRAIL_8_13,2,0,0.0,,0,0.0,-8.0,0.15444332361221313,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_8_13,2,0,0.0,,2,1.0,-1.5,0.8894826769828796,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_14_PLUS__Q3_TRAIL_4_7,2,0,0.0,,2,1.0,-4.0,0.23990216106176376,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_TRAIL_14_PLUS,2,0,0.0,,0,0.0,-19.5,0.05185127258300781,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_8_13,1,1,1.0,,1,1.0,6.0,0.9021660685539246,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_4_7,1,1,1.0,,1,1.0,4.0,0.7874918580055237,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_TIE__Q3_LEAD_1_3,1,1,1.0,,1,1.0,12.0,0.6766684055328369,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_TIE__Q3_LEAD_4_7,1,1,1.0,,1,1.0,5.0,0.8474739193916321,SAMPLE_TOO_SMALL
Q1_LEAD_14_PLUS__Q2_TIE__Q3_TIE,1,1,1.0,,1,1.0,3.0,0.6928766965866089,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_1_3,1,1,1.0,,1,1.0,2.0,0.7267355918884277,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_4_7,1,1,1.0,,1,1.0,10.0,0.8582152724266052,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_LEAD_4_7__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,23.0,0.9570392370223999,SAMPLE_TOO_SMALL
Q1_LEAD_1_3__Q2_TRAIL_4_7__Q3_LEAD_8_13,1,1,1.0,,1,1.0,14.0,0.8293628096580505,SAMPLE_TOO_SMALL
Q1_LEAD_4_7__Q2_LEAD_8_13__Q3_TIE,1,1,1.0,,1,1.0,3.0,0.6792327761650085,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,13.0,0.9802913665771484,SAMPLE_TOO_SMALL
Q1_LEAD_8_13__Q2_TIE__Q3_LEAD_4_7,1,1,1.0,,1,1.0,11.0,0.808327853679657,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_14_PLUS__Q3_TRAIL_4_7,1,1,1.0,,1,1.0,3.0,0.5491352081298828,SAMPLE_TOO_SMALL
Q1_TIE__Q2_LEAD_8_13__Q3_TRAIL_1_3,1,1,1.0,,1,1.0,6.0,0.41045698523521423,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_1_3__Q3_LEAD_8_13,1,1,1.0,,1,1.0,2.0,0.8279472589492798,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_8_13__Q3_LEAD_1_3,1,1,1.0,,1,1.0,5.0,0.5658207535743713,SAMPLE_TOO_SMALL
Q1_TIE__Q2_TRAIL_8_13__Q3_LEAD_4_7,1,1,1.0,,1,1.0,4.0,0.6742157340049744,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_8_13,1,1,1.0,,1,1.0,17.0,0.9535378217697144,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_LEAD_4_7__Q3_TRAIL_1_3,1,1,1.0,,1,1.0,7.0,0.4076012372970581,SAMPLE_TOO_SMALL
Q1_TRAIL_14_PLUS__Q2_TRAIL_1_3__Q3_TRAIL_1_3,1,1,1.0,,1,1.0,3.0,0.38642457127571106,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_TIE,1,1,1.0,,1,1.0,6.0,0.44272488355636597,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,7.0,0.9066512584686279,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_14_PLUS__Q3_TIE,1,1,1.0,,1,1.0,3.0,0.40089255571365356,SAMPLE_TOO_SMALL
Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_8_13,1,1,1.0,,1,1.0,5.0,0.8514713644981384,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_8_13,1,1,1.0,,1,1.0,2.0,0.8572501540184021,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,7.0,0.9824408888816833,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_14_PLUS__Q3_TIE,1,1,1.0,,1,1.0,4.0,0.341616690158844,SAMPLE_TOO_SMALL
Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,3.0,0.970276951789856,SAMPLE_TOO_SMALL
Q1_TRAIL_8_13__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS,1,1,1.0,,1,1.0,28.0,0.9996097683906555,SAMPLE_TOO_SMALL
