game_id,snapshot,underdog_side,underdog_team,favorite_team,spread_line_away_perspective,underdog_score_now,favorite_score_now,underdog_margin_now,underdog_wp,underdog_fair_ml,underdog_vegas_wp,underdog_vegas_fair_ml,underdog_final,favorite_final,underdog_final_margin,underdog_won_su,underdog_covered,ats_margin,pregame_spread_abs,season
2019_01_TEN_CLE,Q3,away,TEN,CLE,5.5,22.0,13.0,9.0,0.7934186458587646,-384.07079339615564,0.7170554101467133,-253.42608972255766,43,13,30,True,True,35.5,5.5,2019
2019_02_PHI_ATL,Q3,home,ATL,PHI,-1.0,17.0,12.0,5.0,0.7452518343925476,-292.5445341737707,0.6728214025497437,-205.64346439318612,24,20,4,True,True,5.0,1.0,2019
2019_02_SEA_PIT,Q3,away,SEA,PIT,4.0,21.0,13.0,8.0,0.8279472589492798,-481.21712789522223,0.754732146859169,-307.71751666363195,28,26,2,True,True,6.0,4.0,2019
2019_02_SF_CIN,Q3,away,SF,CIN,1.0,34.0,10.0,24.0,0.999395489692688,-165323.1512522185,0.9998239874839783,-568041.4155096512,41,17,24,True,True,25.0,1.0,2019
2019_02_TB_CAR,Q3,away,TB,CAR,6.5,17.0,12.0,5.0,0.6518086791038513,-187.19842798673875,0.5800767838954926,-138.13877433990868,20,14,6,True,True,12.5,6.5,2019
2019_03_CAR_ARI,Q3,away,CAR,ARI,2.5,28.0,20.0,8.0,0.8918721675872803,-824.8312647043907,0.8747801184654236,-698.5952292439075,38,20,18,True,True,20.5,2.5,2019
2019_03_DET_PHI,Q3,away,DET,PHI,4.0,20.0,17.0,3.0,0.744032621383667,-290.67478262489465,0.7316350340843201,-272.6268801845764,27,24,3,True,True,7.0,4.0,2019
2019_03_HOU_LAC,Q3,away,HOU,LAC,3.0,21.0,17.0,4.0,0.6686217784881592,-201.76998217858682,0.6022988855838776,-151.44510883961982,27,20,7,True,True,10.0,3.0,2019
2019_03_LA_CLE,Q3,home,CLE,LA,-4.0,13.0,10.0,3.0,0.46541422605514526,114.8623621748755,0.376653790473938,165.49580152683836,13,20,-7,False,False,-3.0,4.0,2019
2019_03_NO_SEA,Q3,away,NO,SEA,5.0,27.0,7.0,20.0,0.985202431678772,-6657.867092023749,0.9806936029344797,-5079.630340173215,33,27,6,True,True,11.0,5.0,2019
2019_03_TEN_JAX,Q3,home,JAX,TEN,-1.5,17.0,0.0,17.0,0.9799368381500244,-4884.259248256111,0.9596231579780579,-2376.667193181097,20,7,13,True,True,14.5,1.5,2019
2019_04_CLE_BAL,Q3,away,CLE,BAL,7.5,24.0,10.0,14.0,0.9120904803276062,-1037.5332315847356,0.8599990010261536,-614.2806175167435,40,25,15,True,True,22.5,7.5,2019
2019_04_JAX_DEN,Q3,away,JAX,DEN,2.5,20.0,17.0,3.0,0.6382498741149902,-176.43390518622016,0.6476354598999023,-183.79700174027894,26,24,2,True,True,4.5,2.5,2019
2019_04_KC_DET,Q3,home,DET,KC,-7.5,23.0,20.0,3.0,0.6177063584327698,-161.57903016656368,0.45990443229675293,117.43647805393424,30,34,-4,False,True,3.5,7.5,2019
2019_04_MIN_CHI,Q3,home,CHI,MIN,-1.0,16.0,0.0,16.0,0.9627382755279541,-2583.7190553276982,0.9500731229782104,-1902.929202969316,16,6,10,True,True,11.0,1.0,2019
2019_04_OAK_IND,Q3,away,LV,IND,5.5,24.0,10.0,14.0,0.9517396092414856,-1972.092629758854,0.9187064170837402,-1130.1093937883097,31,24,7,True,True,12.5,5.5,2019
2019_04_TB_LA,Q3,away,TB,LA,9.0,31.0,20.0,11.0,0.9361315369606018,-1465.7179653487754,0.9158998131752014,-1089.0580006477826,55,40,15,True,True,24.0,9.0,2019
2019_04_TEN_ATL,Q3,away,TEN,ATL,3.5,24.0,10.0,14.0,0.9654880166053772,-2797.5442777820954,0.9615800380706787,-2502.8136150671753,24,10,14,True,True,17.5,3.5,2019
2019_05_ARI_CIN,Q3,away,ARI,CIN,3.0,13.0,9.0,4.0,0.7845456004142761,-364.1353353297969,0.7780710458755493,-350.59465266493885,26,23,3,True,True,6.0,3.0,2019
2019_05_BAL_PIT,Q3,home,PIT,BAL,-3.5,20.0,17.0,3.0,0.47510337829589844,110.48050712390251,0.37896376848220825,163.8774688158476,23,26,-3,False,True,0.5,3.5,2019
2019_05_DEN_LAC,Q3,away,DEN,LAC,4.0,17.0,7.0,10.0,0.856842577457428,-598.5317158127941,0.8229073286056519,-464.67610552511815,20,13,7,True,True,11.0,4.0,2019
2019_05_GB_DAL,Q3,away,GB,DAL,3.5,31.0,10.0,21.0,0.9703812599182129,-3276.240843596555,0.9699234049767256,-3224.844448735509,34,24,10,True,True,13.5,3.5,2019
2019_05_IND_KC,Q3,away,IND,KC,10.5,13.0,10.0,3.0,0.6884790658950806,-221.00571439067483,0.5606217384338379,-127.59432759269971,19,13,6,True,True,16.5,10.5,2019
2019_05_LA_SEA,Q3,away,LA,SEA,1.5,26.0,21.0,5.0,0.5306674242019653,-113.06852572499135,0.481087327003479,107.86246984069246,29,30,-1,False,True,0.5,1.5,2019
2019_06_ATL_ARI,Q3,home,ARI,ATL,-3.0,27.0,20.0,7.0,0.8325731158256531,-497.27564359297776,0.7620903253555298,-320.32758923923114,34,33,1,True,True,4.0,3.0,2019
2019_06_DAL_NYJ,Q3,home,NYJ,DAL,-7.0,21.0,9.0,12.0,0.8453128337860107,-546.4660414146007,0.6659972667694092,-199.39874752749822,24,22,2,True,True,9.0,7.0,2019
2019_06_DET_GB,Q3,away,DET,GB,3.5,19.0,13.0,6.0,0.7015713453292847,-235.08846565132794,0.6548431813716888,-189.72337964352067,22,23,-1,False,True,2.5,3.5,2019
2019_06_PIT_LAC,Q3,away,PIT,LAC,6.0,24.0,0.0,24.0,0.9937020540237427,-15778.192727754538,0.9927085447125137,-13614.683291224625,24,17,7,True,True,13.0,6.0,2019
2019_06_SEA_CLE,Q3,away,SEA,CLE,1.0,25.0,20.0,5.0,0.5214300751686096,-108.95588044993,0.4985232949256897,100.59243172358893,32,28,4,True,True,5.0,1.0,2019
2019_06_SF_LA,Q3,away,SF,LA,3.0,17.0,7.0,10.0,0.9166142344474792,-1099.2454507959721,0.9119617342948914,-1035.8697175493912,20,7,13,True,True,16.0,3.0,2019
2019_07_ARI_NYG,Q3,away,ARI,NYG,3.5,24.0,14.0,10.0,0.9021660685539246,-922.1402587211622,0.8621378540992737,-625.3622765455093,27,21,6,True,True,9.5,3.5,2019
2019_07_BAL_SEA,Q3,away,BAL,SEA,3.0,20.0,13.0,7.0,0.7686545252799988,-332.25397047869893,0.7231979668140411,-261.26902266219565,30,16,14,True,True,17.0,3.0,2019
2019_07_JAX_CIN,Q3,home,CIN,JAX,-4.0,10.0,9.0,1.0,0.5040431022644043,-101.63042485460491,0.4063838720321655,146.07275751357804,17,27,-10,False,False,-6.0,4.0,2019
2019_07_MIA_BUF,Q3,away,MIA,BUF,17.0,14.0,9.0,5.0,0.5086323022842407,-103.5135815090695,0.2953904867172241,238.53493763910384,21,31,-10,False,True,7.0,17.0,2019
2019_07_NO_CHI,Q3,away,NO,CHI,4.0,26.0,10.0,16.0,0.977238655090332,-4293.413499811455,0.9748319387435913,-3873.2897572528123,36,25,11,True,True,15.0,4.0,2019
2019_08_DEN_IND,Q3,away,DEN,IND,6.0,13.0,12.0,1.0,0.5746930241584778,-135.1242882911518,0.5337935090065002,-114.49722801348616,13,15,-2,False,True,4.0,6.0,2019
2019_08_OAK_HOU,Q3,away,LV,HOU,5.0,21.0,13.0,8.0,0.6460622549057007,-182.53556278197198,0.5574563443660736,-125.96640744234358,24,27,-3,False,True,2.0,5.0,2019
2019_08_PHI_BUF,Q3,away,PHI,BUF,1.0,24.0,13.0,11.0,0.8717421293258667,-679.6792467736464,0.8772042989730835,-714.3607566365882,31,13,18,True,True,19.0,1.0,2019
2019_08_TB_TEN,Q3,away,TB,TEN,2.0,23.0,17.0,6.0,0.624295711517334,-166.1667781431612,0.5905279517173767,-144.2169139979455,23,27,-4,False,False,-2.0,2.0,2019
2019_09_CLE_DEN,Q3,home,DEN,CLE,-4.0,24.0,12.0,12.0,0.9074684381484985,-980.7123320849614,0.8200700283050537,-455.7717764194408,24,19,5,True,True,9.0,4.0,2019
2019_09_GB_LAC,Q3,home,LAC,GB,-4.0,19.0,3.0,16.0,0.9830567240715027,-5802.046358804057,0.9652529358863831,-2777.9409872735478,26,11,15,True,True,19.0,4.0,2019
2019_09_HOU_JAX,Q3,away,HOU,JAX,1.0,19.0,3.0,16.0,0.9570392370223999,-2227.7054006731764,0.9576307497918606,-2260.2022577399616,26,3,23,True,True,24.0,1.0,2019
2019_09_MIN_KC,Q3,home,KC,MIN,-5.5,20.0,16.0,4.0,0.7092878818511963,-243.98290871663653,0.562840461730957,-128.74944098430393,26,23,3,True,True,8.5,5.5,2019
2019_09_NE_BAL,Q3,home,BAL,NE,-3.0,24.0,20.0,4.0,0.8323286771774292,-496.40490882164534,0.7707529067993164,-336.2105473348781,37,20,17,True,True,20.0,3.0,2019
2019_09_NYJ_MIA,Q3,home,MIA,NYJ,-3.5,24.0,15.0,9.0,0.9014415740966797,-914.6265941594256,0.8352336883544922,-506.9201829021242,26,18,8,True,True,11.5,3.5,2019
2019_09_TB_SEA,Q3,away,TB,SEA,4.0,24.0,21.0,3.0,0.4159805178642273,140.3958736179063,0.3926994800567627,154.6476506298035,34,40,-6,False,False,-2.0,4.0,2019
2019_10_ATL_NO,Q3,away,ATL,NO,14.0,13.0,9.0,4.0,0.7653830051422119,-326.2265828637627,0.590320348739624,-144.0931583796043,26,9,17,True,True,31.0,14.0,2019
2019_10_LAC_OAK,Q3,home,LV,LAC,-1.0,20.0,17.0,3.0,0.7220736145973206,-259.8075074991995,0.6507320404052734,-186.31312221148227,26,24,2,True,True,3.0,1.0,2019
2019_10_LA_PIT,Q3,home,PIT,LA,-4.0,14.0,10.0,4.0,0.7328438758850098,-274.312961498714,0.6108776926994324,-156.98860775606354,17,12,5,True,True,9.0,4.0,2019
2019_10_MIA_IND,Q3,away,MIA,IND,11.0,10.0,6.0,4.0,0.6709958910942078,-203.94757175702696,0.5275482535362244,-111.66182736858042,16,12,4,True,True,15.0,11.0,2019
2019_10_MIN_DAL,Q3,away,MIN,DAL,3.5,28.0,21.0,7.0,0.8012957572937012,-403.26051743046173,0.7437905371189117,-290.305646307888,28,24,4,True,True,7.5,3.5,2019
2019_10_SEA_SF,Q3,away,SEA,SF,6.5,21.0,10.0,11.0,0.8360530734062195,-509.9534896910571,0.7614546418190002,-319.20748641909665,27,24,3,True,True,9.5,6.5,2019
2019_11_ARI_SF,Q3,away,ARI,SF,10.0,19.0,17.0,2.0,0.39647430181503296,152.22315681547747,0.317949116230011,214.51573505132163,26,36,-10,False,False,0.0,10.0,2019
2019_11_ATL_CAR,Q3,away,ATL,CAR,3.5,26.0,0.0,26.0,0.9988199472427368,-84641.9739367613,0.998863659449853,-87901.78783293793,29,3,26,True,True,29.5,3.5,2019
2019_11_DEN_MIN,Q3,away,DEN,MIN,10.0,23.0,7.0,16.0,0.9212003946304321,-1169.041888357218,0.8718649595975876,-680.4266474334158,23,27,-4,False,True,6.0,10.0,2019
2019_11_NYJ_WAS,Q3,away,NYJ,WAS,1.0,20.0,3.0,17.0,0.9804726243019104,-5021.015826503671,0.9821229577064514,-5493.766483177573,34,17,17,True,True,18.0,1.0,2019
2019_12_IND_HOU,Q3,away,IND,HOU,3.5,17.0,13.0,4.0,0.6358926296234131,-174.6442619290364,0.5969640016555786,-148.11679455626015,17,20,-3,False,True,0.5,3.5,2019
2019_12_OAK_NYJ,Q3,home,NYJ,LV,-3.5,34.0,3.0,31.0,0.9997045397758484,-338355.03328626184,0.999778687953949,-451750.68677619175,34,3,31,True,True,34.5,3.5,2019
2019_12_TB_ATL,Q3,away,TB,ATL,3.5,25.0,13.0,12.0,0.9386425614356995,-1529.7942407619144,0.9341529011726379,-1418.6697938231116,35,22,13,True,True,16.5,3.5,2019
2019_13_BUF_DAL,Q3,away,BUF,DAL,6.5,23.0,7.0,16.0,0.9769822359085083,-4244.470627230212,0.9594186544418335,-2364.1864044815097,26,15,11,True,True,17.5,6.5,2019
2019_13_CLE_PIT,Q3,home,PIT,CLE,-1.0,17.0,10.0,7.0,0.8914380669593811,-821.133192816165,0.8755224943161011,-703.3579999099783,20,13,7,True,True,8.0,1.0,2019
2019_13_LAC_DEN,Q3,home,DEN,LAC,-4.5,17.0,10.0,7.0,0.7415128350257874,-286.8664040242627,0.6421909928321838,-179.47871069969727,23,20,3,True,True,7.5,4.5,2019
2019_13_NE_HOU,Q3,home,HOU,NE,-3.5,21.0,9.0,12.0,0.9232070446014404,-1202.202779942439,0.8780444264411926,-719.97072443581,28,22,6,True,True,9.5,3.5,2019
2019_13_NYJ_CIN,Q3,home,CIN,NYJ,-2.5,22.0,6.0,16.0,0.9677817225456238,-3003.828258404205,0.944427490234375,-1699.45085118067,22,6,16,True,True,18.5,2.5,2019
2019_13_WAS_CAR,Q3,away,WAS,CAR,10.5,15.0,14.0,1.0,0.42366164922714233,136.03741377682715,0.3370167016983032,196.7211995609637,29,21,8,True,True,18.5,10.5,2019
2019_14_DAL_CHI,Q3,home,CHI,DAL,-3.0,24.0,7.0,17.0,0.9560486674308777,-2175.243869858323,0.9157602787017822,-1087.0884478118005,31,24,7,True,True,10.0,3.0,2019
2019_14_DEN_HOU,Q3,away,DEN,HOU,8.0,38.0,10.0,28.0,0.9991621375083923,-119251.32674112542,0.9991881831665523,-123080.49574719327,38,24,14,True,True,22.0,8.0,2019
2019_14_IND_TB,Q3,away,IND,TB,3.0,35.0,28.0,7.0,0.7321003675460815,-273.27412167017826,0.6870185732841492,-219.507777344206,35,38,-3,False,False,0.0,3.0,2019
2019_14_KC_NE,Q3,away,KC,NE,3.0,23.0,13.0,10.0,0.8009273409843445,-402.3291520516425,0.7549498379230499,-308.0797137714124,23,16,7,True,True,10.0,3.0,2019
2019_14_NYG_PHI,Q3,away,NYG,PHI,9.5,17.0,10.0,7.0,0.8075424432754517,-419.59508216725067,0.7014241218566895,-234.92323834680968,17,23,-6,False,True,3.5,9.5,2019
2019_14_SF_NO,Q3,away,SF,NO,1.0,35.0,33.0,2.0,0.6380667090415955,-176.2940091396361,0.6465285420417786,-182.90827377586876,48,46,2,True,True,3.0,1.0,2019
2019_15_CLE_ARI,Q3,home,ARI,CLE,-3.0,28.0,17.0,11.0,0.8604398965835571,-616.5371589157054,0.7805631160736084,-355.7119031709556,38,24,14,True,True,17.0,3.0,2019
2019_15_HOU_TEN,Q3,away,HOU,TEN,3.0,14.0,7.0,7.0,0.7752195596694946,-344.87856618202744,0.7165005505084991,-252.73437101682254,24,21,3,True,True,6.0,3.0,2019
2019_15_LA_DAL,Q3,home,DAL,LA,-1.0,31.0,7.0,24.0,0.9994589686393738,-184732.16921890492,0.9996663331985474,-299600.17863522685,44,21,23,True,True,24.0,1.0,2019
2019_16_ARI_SEA,Q3,away,ARI,SEA,8.0,20.0,7.0,13.0,0.8898797035217285,-808.097809378234,0.8211819529533386,-459.2276710968981,27,13,14,True,True,22.0,8.0,2019
2019_16_BUF_NE,Q3,away,BUF,NE,7.0,17.0,13.0,4.0,0.451518714427948,121.4747624064599,0.39508360624313354,153.11098314330013,17,24,-7,False,False,0.0,7.0,2019
2019_16_CIN_MIA,Q3,home,MIA,CIN,-1.5,28.0,12.0,16.0,0.9773082137107849,-4306.880918296319,0.9610275626182556,-2465.915983659836,38,35,3,True,True,4.5,1.5,2019
2019_16_DAL_PHI,Q3,home,PHI,DAL,-2.0,17.0,6.0,11.0,0.887762188911438,-790.9653443000088,0.845103919506073,-545.5941278896382,17,9,8,True,True,10.0,2.0,2019
2019_16_DET_DEN,Q3,away,DET,DEN,9.5,17.0,13.0,4.0,0.5249117612838745,-110.48721448091237,0.3982979655265808,151.0683173281898,17,27,-10,False,False,-0.5,9.5,2019
2019_16_GB_MIN,Q3,away,GB,MIN,4.0,17.0,10.0,7.0,0.7340536117553711,-276.01563480537175,0.6843843758106232,-216.84109510370004,23,10,13,True,True,17.0,4.0,2019
2019_16_LA_SF,Q3,away,LA,SF,7.0,28.0,24.0,4.0,0.6744937300682068,-207.21374436490598,0.5884156823158264,-142.96358170948173,31,34,-3,False,True,4.0,7.0,2019
2019_16_OAK_LAC,Q3,away,LV,LAC,7.5,21.0,14.0,7.0,0.8286115527153015,-483.46989884263905,0.7594950199127197,-315.79180590651214,24,17,7,True,True,14.5,7.5,2019
2019_16_PIT_NYJ,Q3,home,NYJ,PIT,-3.0,13.0,10.0,3.0,0.6772332787513733,-209.82128396988657,0.5653979778289795,-130.09556996642078,16,10,6,True,True,9.0,3.0,2019
2019_17_CLE_CIN,Q3,home,CIN,CLE,-2.5,23.0,16.0,7.0,0.8959304094314575,-860.8954878527925,0.8686065077781677,-661.0727008546932,33,23,10,True,True,12.5,2.5,2019
2019_17_GB_DET,Q3,home,DET,GB,-13.5,17.0,10.0,7.0,0.789095938205719,-374.14923709502335,0.5224710702896118,-109.41139641664854,20,23,-3,False,True,10.5,13.5,2019
2019_17_IND_JAX,Q3,home,JAX,IND,-5.0,24.0,20.0,4.0,0.6898133158683777,-222.3865017931161,0.5423073172569275,-118.48721592111485,38,20,18,True,True,23.0,5.0,2019
2019_17_PIT_BAL,Q3,home,BAL,PIT,-2.0,16.0,10.0,6.0,0.8463951349258423,-551.0210464474661,0.8082646131515503,-421.55213309185007,28,10,18,True,True,20.0,2.0,2019
2020_01_HOU_KC,Q1,away,HOU,KC,9.5,7.0,0.0,7.0,0.5091486573219299,-103.72766926622432,0.2552163004875183,291.82450262376807,20,34,-14,False,False,-4.5,9.5,2020
2020_01_LAC_CIN,Q1,home,CIN,LAC,-2.5,7.0,0.0,7.0,0.72905433177948,-269.0776850457376,0.5717681646347046,-133.5183695875782,13,16,-3,False,False,-0.5,2.5,2020
2020_01_SEA_ATL,Q1,away,SEA,ATL,1.0,14.0,3.0,11.0,0.7518312931060791,-302.9516906124057,0.7282314300537109,-267.96013615468297,38,25,13,True,True,14.0,1.0,2020
2020_01_TB_NO,Q1,away,TB,NO,4.0,7.0,0.0,7.0,0.6588686108589172,-193.14218269912033,0.5487383306026459,-121.60091756418593,23,34,-11,False,False,-7.0,4.0,2020
2020_01_TEN_DEN,Q1,home,DEN,TEN,-3.0,7.0,0.0,7.0,0.7703078389167786,-335.3653147256004,0.6144323348999023,-159.35784831448169,14,16,-2,False,True,1.0,3.0,2020
2020_02_ATL_DAL,Q1,away,ATL,DAL,3.0,20.0,0.0,20.0,0.765261709690094,-326.0063403715605,0.7920987457036972,-380.99757905971586,39,40,-1,False,True,2.0,3.0,2020
2020_02_DET_GB,Q1,away,DET,GB,7.0,14.0,3.0,11.0,0.7555609345436096,-309.099911314465,0.5521120429039001,-123.27012462749423,21,42,-21,False,False,-14.0,7.0,2020
2020_02_KC_LAC,Q1,home,LAC,KC,-8.5,7.0,0.0,7.0,0.7649391293525696,-325.4217204444493,0.41321033239364624,142.0075011694883,20,23,-3,False,True,5.5,8.5,2020
2020_02_LA_PHI,Q1,away,LA,PHI,2.0,14.0,3.0,11.0,0.8163393139839172,-444.48233952062674,0.7920770049095154,-380.9472851065928,37,19,18,True,True,20.0,2.0,2020
2020_02_MIN_IND,Q1,away,MIN,IND,3.5,3.0,0.0,3.0,0.37793081998825073,164.59869031879654,0.34923481941223145,186.3402915216238,11,28,-17,False,False,-13.5,3.5,2020
2020_03_CAR_LAC,Q1,away,CAR,LAC,6.0,6.0,0.0,6.0,0.5443017482757568,-119.4434576424775,0.404801607131958,147.03459234884363,21,16,5,True,True,11.0,6.0,2020
2020_03_HOU_PIT,Q1,away,HOU,PIT,4.0,7.0,3.0,4.0,0.5829032063484192,-139.7525023496929,0.5170872807502747,-107.0767573804319,21,28,-7,False,False,-3.0,4.0,2020
2020_03_KC_BAL,Q1,away,KC,BAL,3.5,6.0,3.0,3.0,0.6708201766014099,-203.78532611008234,0.6406646370887756,-178.29156359627623,34,20,14,True,True,17.5,3.5,2020
2020_03_LV_NE,Q1,away,LV,NE,7.0,3.0,0.0,3.0,0.5441054105758667,-119.34895109484795,0.3698275089263916,170.39632689926114,20,36,-16,False,False,-9.0,7.0,2020
2020_03_MIA_JAX,Q1,away,MIA,JAX,3.0,14.0,0.0,14.0,0.7453429698944092,-292.685016229617,0.7010968029499054,-234.5564750959841,31,13,18,True,True,21.0,3.0,2020
2020_03_TEN_MIN,Q1,home,MIN,TEN,-3.0,7.0,6.0,1.0,0.4581063389778137,118.28992854177257,0.3243980407714844,208.26326744199721,30,31,-1,False,True,2.0,3.0,2020
2020_03_WAS_CLE,Q1,away,WAS,CLE,7.5,7.0,0.0,7.0,0.6444751024246216,-181.2742530325826,0.4577316641807556,118.46860906810802,20,34,-14,False,False,-6.5,7.5,2020
2020_04_ARI_CAR,Q1,home,CAR,ARI,-3.0,14.0,0.0,14.0,0.8939749002456665,-843.1728923783706,0.7641974687576294,-324.08365793671055,31,21,10,True,True,13.0,3.0,2020
2020_04_JAX_CIN,Q1,away,JAX,CIN,1.0,7.0,3.0,4.0,0.5530915260314941,-123.75946267478274,0.5894263982772827,-143.56168925720522,25,33,-8,False,False,-7.0,1.0,2020
2020_04_LAC_TB,Q1,away,LAC,TB,7.5,14.0,7.0,7.0,0.6690322756767273,-202.1442655910611,0.48705732822418213,105.31463999238325,31,38,-7,False,True,0.5,7.5,2020
2020_04_MIN_HOU,Q1,away,MIN,HOU,3.5,7.0,0.0,7.0,0.7841737866401672,-363.3357479764361,0.7443302869796753,-291.1296289993113,31,23,8,True,True,11.5,3.5,2020
2020_04_NO_DET,Q1,home,DET,NO,-3.0,14.0,7.0,7.0,0.6964083909988403,-229.38986795125163,0.544073224067688,-119.33346598368296,29,35,-6,False,False,-3.0,3.0,2020
2020_04_PHI_SF,Q1,away,PHI,SF,8.5,8.0,7.0,1.0,0.5014614462852478,-100.58629218316544,0.2821606993675232,254.40796760199,25,20,5,True,True,13.5,8.5,2020
2020_05_IND_CLE,Q1,away,IND,CLE,1.0,7.0,3.0,4.0,0.4060743451118469,146.26032450401794,0.3924017548561096,154.8408582848187,23,32,-9,False,False,-8.0,1.0,2020
2020_05_LAC_NO,Q1,away,LAC,NO,7.0,6.0,3.0,3.0,0.5476730465888977,-121.07902092916825,0.3775966167449951,164.83288134844088,27,30,-3,False,True,4.0,7.0,2020
2020_05_LA_WAS,Q1,home,WAS,LA,-7.0,7.0,6.0,1.0,0.49584031105041504,101.67783411589625,0.24888825416564941,301.78673893322525,10,30,-20,False,False,-13.0,7.0,2020
2020_05_MIA_SF,Q1,away,MIA,SF,8.5,14.0,0.0,14.0,0.8313236832618713,-492.85145617242046,0.6105082631111145,-156.74485625487884,43,17,26,True,True,34.5,8.5,2020
2020_05_MIN_SEA,Q1,away,MIN,SEA,6.5,7.0,0.0,7.0,0.6927432417869568,-225.4607012766268,0.5236366391181946,-109.9237855213887,26,27,-1,False,True,5.5,6.5,2020
2020_05_NYG_DAL,Q1,away,NYG,DAL,7.5,14.0,3.0,11.0,0.8325722217559814,-497.2724541220062,0.6521373391151428,-187.4697725407789,34,37,-3,False,True,4.5,7.5,2020
2020_06_ATL_MIN,Q1,away,ATL,MIN,3.5,10.0,0.0,10.0,0.7219666838645935,-259.66912667149023,0.6376785635948181,-175.99802261815555,40,23,17,True,True,20.5,3.5,2020
2020_06_CHI_CAR,Q1,away,CHI,CAR,2.0,7.0,3.0,4.0,0.6480785012245178,-184.1542797128109,0.6028919219970703,-151.82061393186328,23,16,7,True,True,9.0,2.0,2020
2020_06_CIN_IND,Q1,away,CIN,IND,7.5,14.0,0.0,14.0,0.9116325974464417,-1031.639010656574,0.802911639213562,-407.3866341014349,27,31,-4,False,True,3.5,7.5,2020
2020_06_DEN_NE,Q1,away,DEN,NE,7.0,6.0,0.0,6.0,0.7074481844902039,-241.8197895157191,0.5021331906318665,-100.85693225245274,18,12,6,True,True,13.0,7.0,2020
2020_06_LA_SF,Q1,home,SF,LA,-2.0,7.0,0.0,7.0,0.7362300157546997,-279.1181937782663,0.603615939617157,-152.2805783446896,24,16,8,True,True,10.0,2.0,2020
2020_07_BUF_NYJ,Q1,home,NYJ,BUF,-9.5,3.0,0.0,3.0,0.642593264579773,-179.79327217329381,0.3273412585258484,205.49158529646067,10,18,-8,False,True,1.5,9.5,2020
2020_07_CLE_CIN,Q1,home,CIN,CLE,-4.5,7.0,3.0,4.0,0.698181688785553,-231.32515915824706,0.49394309520721436,102.4524706799453,34,37,-3,False,True,1.5,4.5,2020
2020_07_DAL_WAS,Q1,home,WAS,DAL,-1.0,9.0,3.0,6.0,0.6941713690757751,-226.98050440142407,0.6248477697372437,-166.5584579624119,25,3,22,True,True,23.0,1.0,2020
2020_07_DET_ATL,Q1,away,DET,ATL,1.0,7.0,0.0,7.0,0.6529473662376404,-188.14073218782679,0.6667633354663849,-200.08702715817918,23,22,1,True,True,2.0,1.0,2020
2020_07_PIT_TEN,Q1,away,PIT,TEN,1.0,7.0,0.0,7.0,0.7278491258621216,-267.4432438138615,0.7617744207382202,-319.7702039801219,27,24,3,True,True,4.0,1.0,2020
2020_07_SF_NE,Q1,away,SF,NE,3.0,7.0,0.0,7.0,0.6028362512588501,-151.78531604900994,0.5674386322498322,-131.18107037648463,33,6,27,True,True,30.0,3.0,2020
2020_08_IND_DET,Q1,home,DET,IND,-3.5,7.0,0.0,7.0,0.7594462037086487,-315.70742819989874,0.5882899165153503,-142.88936319852957,21,41,-20,False,False,-16.5,3.5,2020
2020_08_LAC_DEN,Q1,home,DEN,LAC,-3.0,3.0,0.0,3.0,0.5172507166862488,-107.14686371684869,0.41250258684158325,142.42272215956748,31,30,1,True,True,4.0,3.0,2020
2020_08_TB_NYG,Q1,home,NYG,TB,-13.0,7.0,3.0,4.0,0.696689248085022,-229.6948735534153,0.28612953424453735,249.49205877690395,23,25,-2,False,True,11.0,13.0,2020
2020_08_TEN_CIN,Q1,home,CIN,TEN,-7.5,3.0,0.0,3.0,0.6865598559379578,-219.0401800613199,0.3661336302757263,173.12432328243773,31,20,11,True,True,18.5,7.5,2020
2020_09_CAR_KC,Q1,away,CAR,KC,10.0,7.0,3.0,4.0,0.5506834387779236,-122.560236213004,0.2897648811340332,245.10738364372096,31,33,-2,False,True,8.0,10.0,2020
2020_09_MIA_ARI,Q1,away,MIA,ARI,6.0,14.0,7.0,7.0,0.6116628646850586,-157.5082084768947,0.4608798027038574,116.97631229081202,34,31,3,True,True,9.0,6.0,2020
2020_09_NO_TB,Q1,away,NO,TB,3.0,14.0,0.0,14.0,0.8353427052497864,-507.32201480475413,0.7837803065776825,-362.4925621584399,38,3,35,True,True,38.0,3.0,2020
2020_09_NYG_WAS,Q1,away,NYG,WAS,3.0,10.0,0.0,10.0,0.6584376096725464,-192.7722806487291,0.6288395524024963,-169.42525974223062,23,20,3,True,True,6.0,3.0,2020
2020_09_PIT_DAL,Q1,home,DAL,PIT,-14.0,3.0,0.0,3.0,0.6752946972846985,-207.97156425769566,0.2437760829925537,310.21251458476576,19,24,-5,False,True,9.0,14.0,2020
2020_09_SEA_BUF,Q1,home,BUF,SEA,-3.0,14.0,0.0,14.0,0.9040770530700684,-942.5034175925235,0.8029375076293945,-407.4532388027198,44,34,10,True,True,13.0,3.0,2020
2020_10_BUF_ARI,Q1,away,BUF,ARI,3.0,7.0,3.0,4.0,0.7066969871520996,-240.94433271934201,0.6320953369140625,-171.80954750943553,30,32,-2,False,True,1.0,3.0,2020
2020_10_IND_TEN,Q1,home,TEN,IND,-1.0,7.0,3.0,4.0,0.6802067756652832,-212.70205992648977,0.5736361145973206,-134.54144082948062,17,34,-17,False,False,-16.0,1.0,2020
