period_binary_path,cases,su_wins,su_win_rate,break_even_ml,covers,cover_rate_pregame_spread,avg_final_margin,median_q3_wp,sample_flag
P1_NOT_WIN__P2_NOT_WIN__P3_NOT_WIN,876,67,0.07648401826484018,1207.4626865671642,170,0.19406392694063926,-15.504566210045661,0.043083107098937035,OK
P1_NOT_WIN__P2_WIN__P3_NOT_WIN,459,149,0.32461873638344224,208.05369127516778,239,0.5206971677559913,-4.246187363834423,0.3691706657409668,OK
P1_NOT_WIN__P2_NOT_WIN__P3_WIN,429,110,0.2564102564102564,290.00000000000006,196,0.4568764568764569,-6.0606060606060606,0.25275808572769165,OK
P1_WIN__P2_NOT_WIN__P3_NOT_WIN,381,108,0.28346456692913385,252.7777777777778,180,0.47244094488188976,-5.530183727034121,0.2606414556503296,OK
P1_WIN__P2_WIN__P3_NOT_WIN,231,163,0.7056277056277056,-239.70588235294116,205,0.8874458874458875,5.532467532467533,0.7876598834991455,OK
P1_NOT_WIN__P2_WIN__P3_WIN,230,148,0.6434782608695652,-180.48780487804873,194,0.8434782608695652,5.165217391304348,0.8261311054229736,OK
P1_WIN__P2_NOT_WIN__P3_WIN,192,119,0.6197916666666666,-163.01369863013696,157,0.8177083333333334,3.234375,0.7607245147228241,OK
P1_WIN__P2_WIN__P3_WIN,115,113,0.9826086956521739,-5649.999999999996,115,1.0,16.930434782608696,0.9773082137107849,OK
