flow_margin_trajectory_with_q3_lead,cases,su_wins,su_win_rate,break_even_ml,covers,cover_rate_pregame_spread,avg_final_margin,median_q3_wp,sample_flag
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_LEAD_14_PLUS__Q3_LEAD_8_13__Q3_LEAD_8+,4,4,1.0,,4,1.0,13.5,0.9174001216888428,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,12.0,0.9565088450908661,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,4,4,1.0,,4,1.0,5.5,0.6263546645641327,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,4,4,1.0,,4,1.0,8.5,0.7871146500110626,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,15.5,0.9661551713943481,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,4,4,1.0,,4,1.0,12.0,0.9087704718112946,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,19.0,0.9815444946289062,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,11.25,0.9704342484474182,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_1_3__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,9.0,0.9310956597328186,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,10.75,0.9603770673274994,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,4,4,1.0,,4,1.0,6.25,0.65947625041008,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,4,4,1.0,,4,1.0,4.5,0.7048688530921936,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_LEAD_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,4,4,1.0,,4,1.0,12.25,0.9797031283378601,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,4,3,0.75,-300.0,4,1.0,4.0,0.7331750690937042,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,4,3,0.75,-300.0,3,0.75,3.75,0.723421573638916,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,4,3,0.75,-300.0,4,1.0,2.5,0.6427063643932343,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,4,3,0.75,-300.0,4,1.0,3.75,0.8514675199985504,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,4,3,0.75,-300.0,3,0.75,2.25,0.6552774310112,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,4,3,0.75,-300.0,4,1.0,4.5,0.8370601832866669,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,4,2,0.5,-100.0,4,1.0,10.25,0.8871966302394867,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,4,1,0.25,300.0,3,0.75,-1.25,0.6332434415817261,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,4,1,0.25,300.0,2,0.5,0.0,0.5509025752544403,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,4,1,0.25,300.0,1,0.25,-4.0,0.70353564620018,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,4,1,0.25,300.0,3,0.75,-2.75,0.5941269099712372,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,4,0,0.0,,2,0.5,-4.5,0.7165492177009583,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,3,3,1.0,,3,1.0,7.333333333333333,0.6853785514831543,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_4_7__Q3_LEAD_4-7,3,3,1.0,,3,1.0,6.333333333333333,0.8308938145637512,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_8_13__Q3_LEAD_8+,3,3,1.0,,3,1.0,4.0,0.870003342628479,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_8_13__Q3_LEAD_14_PLUS__Q3_LEAD_8+,3,3,1.0,,3,1.0,10.666666666666666,0.9657265543937683,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,3,3,1.0,,3,1.0,7.666666666666667,0.8728274703025818,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,3,3,1.0,,3,1.0,9.666666666666666,0.8148581981658936,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,3,3,1.0,,3,1.0,7.666666666666667,0.7230706214904785,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TIE__Q3_LEAD_4_7__Q3_LEAD_4-7,3,3,1.0,,3,1.0,8.0,0.7350225448608398,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_14_PLUS__Q3_LEAD_8_13__Q3_LEAD_8+,3,3,1.0,,3,1.0,7.0,0.9243990778923035,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_14_PLUS__Q3_LEAD_8+,3,3,1.0,,3,1.0,15.666666666666666,0.9770777225494385,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,3,2,0.6666666666666666,-199.99999999999994,3,1.0,0.6666666666666666,0.6303126811981201,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_1_3__Q3_LEAD_1-3,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,-2.3333333333333335,0.5574219822883606,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,3,2,0.6666666666666666,-199.99999999999994,3,1.0,7.666666666666667,0.828425407409668,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_14_PLUS__Q3_LEAD_14_PLUS__Q3_LEAD_8+,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,6.333333333333333,0.963160514831543,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_LEAD_1_3__Q3_LEAD_14_PLUS__Q3_LEAD_8+,3,2,0.6666666666666666,-199.99999999999994,2,0.6666666666666666,6.666666666666667,0.9728090167045593,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_LEAD_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,3,2,0.6666666666666666,-199.99999999999994,3,1.0,8.0,0.983026921749115,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,3,1,0.3333333333333333,200.00000000000003,1,0.3333333333333333,-2.3333333333333335,0.5642296075820923,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,3,1,0.3333333333333333,200.00000000000003,1,0.3333333333333333,-2.0,0.5866442918777466,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,3,1,0.3333333333333333,200.00000000000003,2,0.6666666666666666,-2.6666666666666665,0.5581231117248535,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,3,0,0.0,,2,0.6666666666666666,-5.333333333333333,0.37161076068878174,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TIE__Q3_LEAD_14_PLUS__Q3_LEAD_8+,2,2,1.0,,2,1.0,6.5,0.950890839099884,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_4_7__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,13.0,0.888929545879364,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,2,2,1.0,,2,1.0,2.5,0.5547803044319153,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TIE__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,10.5,0.9109667837619781,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,6.0,0.8699035048484802,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_LEAD_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,2,2,1.0,,2,1.0,5.0,0.482435017824173,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,2,2,1.0,,2,1.0,8.5,0.7736803889274597,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,2,2,1.0,,2,1.0,3.0,0.6928464472293854,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_14_PLUS__Q3_LEAD_8+,2,2,1.0,,2,1.0,11.5,0.9614318907260895,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,12.5,0.918231338262558,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_LEAD_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,7.0,0.7630363702774048,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_4_7__Q3_LEAD_14_PLUS__Q3_LEAD_8+,2,2,1.0,,2,1.0,12.0,0.9662925601005554,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_14_PLUS__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,10.5,0.8846189379692078,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_14_PLUS__Q3_LEAD_4_7__Q3_LEAD_4-7,2,2,1.0,,2,1.0,13.5,0.8496399819850922,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,2,2,1.0,,2,1.0,6.0,0.7907712757587433,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_LEAD_8_13__Q3_LEAD_8_13__Q3_LEAD_8+,2,2,1.0,,2,1.0,7.5,0.903228759765625,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_1_3__Q3_LEAD_1-3,2,1,0.5,-100.0,2,1.0,0.0,0.46830353140830994,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,2,1,0.5,-100.0,1,0.5,-4.0,0.5662566125392914,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,2.0,0.6891040503978729,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TIE__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,5.0,0.8236767053604126,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_8_13__Q2_TRAIL_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,2,1,0.5,-100.0,1,0.5,2.0,0.5197960138320923,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_LEAD_14_PLUS__Q3_LEAD_1_3__Q3_LEAD_1-3,2,1,0.5,-100.0,1,0.5,0.0,0.627406895160675,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_LEAD_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,1,0.5,-4.5,0.6851979196071625,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_1_3__Q2_TRAIL_1_3__Q3_LEAD_1_3__Q3_LEAD_1-3,2,1,0.5,-100.0,2,1.0,1.5,0.6540988683700562,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,1.0,0.6554390490055084,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_4_7__Q2_TRAIL_4_7__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,6.0,0.7760384976863861,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_NOT_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,0.5,0.7116179168224335,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_14_PLUS__Q2_LEAD_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,0.0,0.6947343945503235,SAMPLE_TOO_SMALL
P1_WIN_AFTER_Q1_WIN__P2_NOT_WIN_AFTER_Q2_WIN__P3_WIN_AFTER_Q3_WIN__Q1_LEAD_8_13__Q2_LEAD_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,2,1,0.5,-100.0,2,1.0,1.0,0.7952030301094055,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TRAIL_4_7__Q3_LEAD_8_13__Q3_LEAD_8+,2,0,0.0,,2,1.0,-1.5,0.8894826769828796,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_1_3__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,2.0,0.8279472589492798,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_8_13__Q3_LEAD_1_3__Q3_LEAD_1-3,1,1,1.0,,1,1.0,5.0,0.5658207535743713,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TIE__Q2_TRAIL_8_13__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,4.0,0.6742157340049744,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_NOT_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_4_7__Q3_LEAD_8_13__Q3_LEAD_8+,1,1,1.0,,1,1.0,5.0,0.8514713644981384,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TIE__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,7.0,0.9066512584686279,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_1_3__Q2_TRAIL_1_3__Q3_LEAD_4_7__Q3_LEAD_4-7,1,1,1.0,,1,1.0,8.0,0.686703622341156,SAMPLE_TOO_SMALL
P1_NOT_WIN_AFTER_Q1_NOT_WIN__P2_WIN_AFTER_Q2_NOT_WIN__P3_WIN_AFTER_Q3_WIN__Q1_TRAIL_4_7__Q2_TIE__Q3_LEAD_14_PLUS__Q3_LEAD_8+,1,1,1.0,,1,1.0,7.0,0.9824408888816833,SAMPLE_TOO_SMALL
